ZONA;ICDO;SEXE;ANY;N01;N02;N03;N04;N05;N06;N07;N08;N09;N10;N11;N12;N13;N14;N15;N16;N17;N18;N21
C0036;13;1;2004;0;0;0;0;0;0;0;0;0;0;1;2;0;2;1;0;1;1;0
C0036;13;1;2005;0;0;0;0;0;0;0;0;0;1;0;1;2;0;1;1;1;0;0
C0036;13;1;2006;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0
C0036;13;1;2007;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0
C0036;13;1;2008;0;0;0;0;0;0;1;1;0;0;1;1;2;0;0;0;1;0;0
C0036;13;1;2009;0;0;0;0;0;0;0;0;0;1;3;1;0;0;1;1;1;0;0
C0036;13;1;2010;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0
C0036;13;1;2011;0;0;0;0;0;0;0;0;1;0;1;1;1;2;1;1;0;2;0
C0036;13;2;1982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
C0036;13;2;1987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C0036;13;2;1988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C0036;13;2;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
C0036;13;2;1992;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C0036;13;2;1994;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
C0036;13;2;1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
C0036;13;2;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C0036;13;2;1999;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0
C0036;13;2;2000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
C0036;13;2;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
C0036;13;2;2005;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
C0036;13;2;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C0036;13;2;2008;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C0036;13;2;2009;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C0036;13;2;2010;0;0;0;0;0;0;0;0;0;1;2;0;0;2;0;0;1;0;0
C0036;13;2;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
C0036;14;1;1980;0;0;0;0;0;0;1;1;1;0;0;3;1;0;2;2;2;0;0
C0036;14;1;1981;0;0;0;0;0;0;0;1;1;0;0;1;4;3;1;1;0;1;0
C0036;14;1;1982;0;0;0;0;0;0;0;0;2;2;4;0;1;1;5;0;4;0;0
C0036;14;1;1983;0;0;0;0;0;0;0;0;0;1;2;0;2;3;3;1;2;0;0
C0036;14;1;1984;0;0;0;0;0;0;1;0;0;0;1;3;1;4;2;3;2;1;0
C0036;14;1;1985;0;0;0;0;0;0;1;0;1;0;0;0;2;2;2;1;1;1;0
C0036;14;1;1986;0;0;0;0;0;0;0;0;0;0;3;1;2;3;2;2;3;0;0
C0036;14;1;1987;0;0;0;0;0;0;0;0;0;1;1;2;1;1;2;0;1;1;0
C0036;14;1;1988;0;0;0;0;0;0;0;0;0;2;2;3;1;5;2;4;0;1;1
C0036;14;1;1989;0;0;0;0;0;0;1;0;0;0;1;2;2;2;5;3;1;2;0
C0036;14;1;1990;0;0;0;0;0;0;0;0;0;1;0;1;3;5;6;2;0;1;0
C0036;14;1;1991;0;0;0;0;0;0;0;1;0;1;0;0;2;5;1;3;0;0;0
C0036;14;1;1992;0;0;0;0;0;0;0;0;0;0;0;1;1;5;3;1;0;3;0
C0036;14;1;1993;0;0;0;0;0;1;1;0;0;0;0;0;2;3;8;4;2;0;0
C0036;14;1;1994;0;0;0;0;0;0;0;2;0;1;2;3;4;5;2;5;4;0;0
C0036;14;1;1995;0;0;0;0;0;0;0;0;0;3;3;2;2;4;2;7;1;2;0
C0036;14;1;1996;0;0;0;0;0;0;1;0;1;1;2;5;5;5;5;4;2;0;0
C0036;14;1;1997;0;0;0;0;0;0;0;0;1;0;0;1;1;1;6;3;2;3;0
C0036;14;1;1998;0;0;0;0;0;0;0;0;0;0;0;3;1;0;5;2;2;0;0
C0036;14;1;1999;0;0;0;0;0;0;0;0;0;1;2;1;3;4;2;3;2;1;0
C0036;14;1;2000;0;0;0;0;0;0;0;1;0;3;0;2;1;6;4;3;5;0;0
C0036;14;1;2001;0;0;0;0;0;0;0;0;0;1;2;1;2;6;2;2;3;1;0
C0036;14;1;2002;0;0;0;0;0;0;0;0;0;0;1;2;2;1;3;1;2;1;0
C0036;14;1;2003;0;0;0;0;0;0;0;0;0;1;1;3;5;3;6;5;1;1;0
C0036;14;1;2004;0;0;0;0;0;0;0;0;2;0;1;0;1;5;2;1;1;5;0
C0036;14;1;2005;0;0;0;0;0;0;1;0;1;0;1;4;6;1;1;5;1;3;0
C0036;14;1;2006;0;0;0;0;0;0;0;1;0;1;2;0;2;0;2;3;2;0;0
C0036;14;1;2007;0;0;0;0;0;0;0;0;1;0;0;2;0;2;7;2;3;1;0
C0036;14;1;2008;0;0;0;0;0;0;0;0;0;0;3;2;1;2;6;4;1;1;0
C0036;14;1;2009;0;0;0;0;0;0;0;0;1;1;1;3;1;2;3;4;7;2;0
C0036;14;1;2010;0;0;0;0;0;0;0;0;0;4;2;1;1;2;3;3;4;1;0
C0036;14;1;2011;0;0;0;0;0;0;0;0;0;1;0;2;1;2;4;5;4;0;0
C0036;14;2;1980;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;1;1;1;0
C0036;14;2;1981;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;3;2;1;0
C0036;14;2;1982;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;3;1;1;0
C0036;14;2;1983;0;0;0;0;0;0;1;0;0;0;1;0;1;2;1;1;0;1;0
C0036;14;2;1984;0;0;0;0;0;0;0;0;1;0;1;1;2;2;2;2;2;0;0
C0036;14;2;1985;0;0;0;0;0;0;1;0;1;0;0;3;1;0;3;0;2;2;0
C0036;14;2;1986;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;3;1;0;0
C0036;14;2;1987;0;0;0;0;0;0;0;1;0;0;1;2;1;0;0;2;0;3;0
C0036;14;2;1988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;0
C0036;14;2;1989;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;2;0;1;0
C0036;14;2;1990;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;4;0;0
C0036;14;2;1991;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;2;1;0
C0036;14;2;1992;0;0;0;0;0;0;0;0;1;1;0;1;0;2;0;1;1;2;0
C0036;14;2;1993;0;0;0;0;0;0;1;0;0;0;2;1;1;1;2;2;3;2;0
C0036;14;2;1994;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;2;0;2;0
C0036;14;2;1995;0;0;0;0;0;0;2;1;0;0;1;1;2;2;1;3;2;7;0
C0036;14;2;1996;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;2;0;3;0
C0036;14;2;1997;0;0;0;0;0;0;1;2;0;0;0;2;0;1;4;0;3;2;0
C0036;14;2;1998;0;0;0;0;0;0;1;0;0;0;0;0;0;1;4;3;5;2;0
C0036;14;2;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;3;2;0
C0036;14;2;2000;0;0;0;0;0;0;0;1;1;0;0;0;2;2;2;3;1;0;0
C0036;14;2;2001;0;0;0;0;1;0;0;1;0;2;0;1;0;3;0;3;1;1;0
C0036;14;2;2002;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;2;3;0
C0036;14;2;2003;0;0;0;0;0;0;0;1;0;0;0;1;1;0;3;2;2;3;0
C0036;14;2;2004;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;0;2;1;0
C0036;14;2;2005;0;0;0;0;0;0;0;1;1;0;0;2;1;2;2;4;2;0;0
C0036;14;2;2006;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;1;1;0;0
C0036;14;2;2007;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;2;2;0;0
C0036;14;2;2008;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;1;5;2;0
C0036;14;2;2009;0;0;0;0;0;0;0;0;4;0;2;1;0;1;0;1;5;0;0
C0036;14;2;2010;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;1;3;0
C0036;14;2;2011;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;3;0
C0036;15;1;1981;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C0036;15;1;1984;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C0036;15;1;1986;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
C0036;15;1;1988;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
C0036;15;1;1989;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C0036;15;1;1994;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0
C0036;15;1;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C0036;15;1;1996;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
C0036;15;1;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C0036;15;1;2000;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0
C0036;15;1;2002;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
C0036;15;1;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
C0036;15;1;2005;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C0036;15;1;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
C0036;15;1;2009;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0
C0036;15;1;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
C0036;15;1;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
C0036;15;2;1981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
C0036;15;2;1984;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C0036;15;2;1986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C0036;15;2;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C0036;15;2;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C0036;15;2;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
C0036;15;2;1996;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C0036;15;2;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C0036;15;2;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C0036;15;2;2001;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
C0036;15;2;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
C0036;15;2;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C0036;15;2;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C0036;15;2;2006;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C0036;15;2;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
C0036;15;2;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
C0036;15;2;2010;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0
C0036;15;2;2011;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
C0036;16;1;1980;0;0;0;0;0;0;0;1;1;0;1;3;3;0;2;2;1;0;0
C0036;16;1;1981;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;2;0;0;0
C0036;16;1;1982;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;0;1;1;0
C0036;16;1;1983;0;0;0;0;0;0;0;0;0;1;4;1;2;0;0;1;1;1;0
C0036;16;1;1984;0;0;0;0;0;0;0;0;0;1;1;1;5;0;1;0;0;1;0
C0036;16;1;1985;0;0;0;0;0;0;0;0;0;1;1;0;2;1;3;3;3;0;0
C0036;16;1;1986;0;0;0;0;0;0;0;0;0;0;0;2;1;4;3;1;0;0;0
C0036;16;1;1987;0;0;0;0;0;0;0;1;0;0;1;2;5;5;3;2;0;3;0
C0036;16;1;1988;0;0;0;0;0;0;0;0;0;0;0;4;4;6;4;1;0;0;0
C0036;16;1;1989;0;0;0;0;0;0;1;1;0;0;0;1;2;3;2;0;1;1;0
C0036;16;1;1990;0;0;0;0;0;0;2;0;0;0;2;1;3;6;3;1;2;0;0
C0036;16;1;1991;0;0;0;0;0;0;0;0;0;0;1;2;1;5;9;6;2;0;0
C0036;16;1;1992;0;0;0;0;0;0;0;1;0;1;1;3;4;5;8;5;3;4;0
C0036;16;1;1993;0;0;0;0;0;0;0;1;0;1;2;2;6;6;9;3;3;1;0
C0036;16;1;1994;0;0;0;0;0;0;0;1;0;1;2;2;6;6;4;7;3;1;0
C0036;16;1;1995;0;0;0;0;0;0;0;1;0;1;0;4;2;2;4;1;1;6;0
C0036;16;1;1996;0;0;0;0;0;0;0;0;0;2;1;1;7;7;5;5;2;6;0
C0036;16;1;1997;0;0;0;0;0;0;0;0;1;1;2;3;8;9;6;4;4;2;0
C0036;16;1;1998;0;0;0;0;0;0;0;0;0;2;1;2;3;7;13;7;3;2;0
C0036;16;1;1999;0;0;0;0;0;1;0;1;0;4;0;4;4;5;6;3;5;4;0
C0036;16;1;2000;0;0;0;0;0;0;0;0;2;0;0;5;1;5;10;14;2;2;0
C0036;16;1;2001;0;0;0;0;0;0;0;1;0;2;6;1;5;16;5;12;5;2;0
C0036;16;1;2002;0;0;0;0;0;0;0;1;0;4;4;8;3;9;7;5;5;2;0
C0036;16;1;2003;0;0;0;0;0;0;1;0;1;1;4;7;3;7;11;7;12;4;0
C0036;16;1;2004;0;0;0;0;0;0;0;1;1;3;2;6;8;11;12;12;2;2;0
C0036;16;1;2005;0;0;0;0;0;0;0;0;0;3;3;5;5;4;8;6;9;4;0
C0036;16;1;2006;0;0;0;0;0;0;1;0;2;1;4;4;2;5;11;11;8;1;0
C0036;16;1;2007;0;0;0;0;0;1;0;1;0;2;4;7;1;11;11;10;14;6;0
C0036;16;1;2008;0;0;0;0;0;0;0;0;0;0;6;9;12;9;11;14;7;5;0
C0036;16;1;2009;0;0;0;0;0;1;0;1;2;0;5;4;4;12;11;13;11;6;0
C0036;16;1;2010;0;0;0;0;1;0;1;1;1;6;5;4;13;8;10;8;12;7;0
C0036;16;1;2011;0;0;0;0;0;1;2;0;1;1;5;4;7;14;5;12;10;6;0
C0036;16;2;1980;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;0;1;0
C0036;16;2;1981;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;2;3;2;0
C0036;16;2;1982;0;0;0;0;0;0;0;1;1;2;1;0;1;3;0;1;2;0;0
C0036;16;2;1983;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;2;1;0;0
C0036;16;2;1984;0;0;0;0;0;1;0;1;0;2;1;0;1;3;2;1;4;0;0
C0036;16;2;1985;0;0;0;0;0;0;0;0;0;0;2;0;0;5;2;2;4;1;0
C0036;16;2;1986;0;0;0;0;0;0;0;0;0;0;4;2;4;3;1;3;2;1;0
C0036;16;2;1987;0;0;0;0;2;0;1;1;0;1;0;2;2;1;2;1;3;1;0
C0036;16;2;1988;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;3;2;1;0
C0036;16;2;1989;0;0;0;0;0;0;2;0;0;0;0;1;3;1;6;0;2;1;0
C0036;16;2;1990;0;0;0;0;0;0;1;0;0;0;1;2;4;0;1;2;4;2;0
C0036;16;2;1991;0;0;0;0;0;1;1;0;1;1;0;2;3;3;4;7;3;3;0
C0036;16;2;1992;0;0;0;0;0;0;1;0;1;0;2;2;1;2;3;1;0;2;0
C0036;16;2;1993;0;0;0;0;0;0;1;1;0;0;1;3;5;3;3;4;5;4;0
C0036;16;2;1994;0;0;0;0;0;0;1;0;0;1;1;3;2;2;5;5;8;1;0
C0036;16;2;1995;0;0;0;0;0;0;0;1;2;1;2;4;3;3;2;4;5;4;0
C0036;16;2;1996;0;0;0;0;0;0;1;1;1;1;4;1;6;8;1;3;4;4;0
C0036;16;2;1997;0;0;0;0;0;0;0;2;0;2;1;0;6;4;3;6;3;6;0
C0036;16;2;1998;0;0;0;0;0;0;0;0;1;2;3;4;2;3;4;4;9;1;0
C0036;16;2;1999;0;0;0;0;0;0;0;0;0;3;1;1;0;2;8;7;3;6;0
C0036;16;2;2000;0;0;0;0;0;0;0;0;1;0;3;2;4;4;7;5;1;5;0
C0036;16;2;2001;0;0;0;0;0;0;0;0;0;1;6;2;5;3;5;9;2;4;0
C0036;16;2;2002;0;0;0;0;0;0;1;1;0;0;7;2;2;2;7;9;0;2;0
C0036;16;2;2003;0;0;0;0;0;0;0;0;0;1;2;3;0;4;4;5;1;2;0
C0036;16;2;2004;0;0;0;0;0;0;0;2;2;0;5;2;5;4;11;7;6;5;0
C0036;16;2;2005;0;0;0;0;0;0;0;1;2;2;2;2;7;8;13;3;5;4;0
C0036;16;2;2006;0;0;0;0;0;0;0;0;0;0;4;1;5;8;4;8;9;4;0
C0036;16;2;2007;0;0;0;0;0;0;0;1;1;2;3;6;3;5;3;14;11;12;0
C0036;16;2;2008;0;0;0;0;0;0;0;0;0;3;5;0;6;10;5;7;6;13;0
C0036;16;2;2009;0;0;0;0;0;1;0;1;1;5;3;2;7;3;11;17;6;2;0
C0036;16;2;2010;0;0;0;0;0;0;0;0;2;0;2;1;5;6;6;10;6;5;0
C0036;16;2;2011;0;0;0;0;0;0;0;1;0;0;3;7;4;7;7;6;7;11;0
C0036;17;1;1980;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;2;1;0;0
C0036;17;1;1981;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;1
C0036;17;1;1982;0;0;0;0;0;0;0;0;0;0;1;5;1;1;1;0;0;0;0
C0036;17;1;1983;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;1;0
C0036;17;1;1984;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;2;0;0;0
C0036;17;1;1985;0;0;0;0;0;0;0;1;1;0;0;2;1;0;2;0;0;0;0
C0036;17;1;1986;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;0;1;1;0
C0036;17;1;1987;0;0;0;0;0;0;0;2;0;1;1;0;2;2;1;1;1;0;0
C0036;17;1;1988;0;0;0;0;0;0;0;0;0;0;1;3;0;4;4;1;3;0;0
C0036;17;1;1989;0;0;0;0;0;0;0;0;0;1;0;1;0;1;5;0;1;0;0
C0036;17;1;1990;0;0;0;0;0;0;0;0;0;1;1;0;2;1;5;2;3;2;0
C0036;17;1;1991;0;0;0;0;0;0;0;0;1;1;1;0;3;5;3;0;1;0;0
C0036;17;1;1992;0;0;0;0;0;0;0;0;0;1;0;3;3;2;3;3;2;2;0
C0036;17;1;1993;0;0;0;0;0;0;0;0;0;0;1;2;3;3;1;3;3;0;0
C0036;17;1;1994;0;0;0;0;0;0;0;0;1;1;1;1;4;1;2;2;5;1;0
C0036;17;1;1995;0;0;0;0;0;0;1;0;0;0;1;3;5;2;3;3;5;1;0
C0036;17;1;1996;0;0;0;0;0;0;0;0;0;1;5;1;2;3;1;4;3;1;0
C0036;17;1;1997;0;0;0;0;0;0;0;0;2;2;2;2;3;4;3;3;2;2;0
C0036;17;1;1998;0;0;0;0;0;0;0;0;0;1;0;2;2;2;2;4;1;1;0
C0036;17;1;1999;0;0;0;0;0;0;0;0;0;1;0;5;4;5;2;5;1;4;0
C0036;17;1;2000;0;0;0;0;0;0;0;1;1;0;0;2;5;7;5;2;0;1;0
C0036;17;1;2001;0;0;0;0;0;0;0;0;0;2;2;3;4;4;6;1;2;2;0
C0036;17;1;2002;0;0;0;0;0;0;0;1;0;1;0;3;3;7;2;3;3;2;0
C0036;17;1;2003;0;0;0;0;0;0;0;0;0;2;2;5;5;10;2;10;4;1;0
C0036;17;1;2004;0;0;0;0;0;0;0;0;0;3;2;5;2;3;7;5;1;1;0
C0036;17;1;2005;0;0;0;0;0;0;0;1;0;2;2;5;5;7;7;5;5;1;0
C0036;17;1;2006;0;0;0;0;0;0;0;0;0;3;6;5;3;7;2;4;4;2;0
C0036;17;1;2007;0;0;0;0;0;0;0;1;0;2;2;2;9;4;2;7;2;2;0
C0036;17;1;2008;0;0;0;0;0;0;1;0;0;1;4;3;1;3;4;6;2;0;0
C0036;17;1;2009;0;0;0;0;0;0;0;0;0;0;2;5;7;3;7;4;2;2;0
C0036;17;1;2010;0;0;0;0;0;0;1;0;0;1;7;4;5;2;3;3;2;3;0
C0036;17;1;2011;0;0;0;0;0;0;0;0;1;1;7;2;6;3;5;1;7;4;0
C0036;17;2;1980;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;0;0;0
C0036;17;2;1981;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;0;0;1;0
C0036;17;2;1982;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C0036;17;2;1983;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;1;0
C0036;17;2;1984;0;0;0;0;0;0;0;1;0;0;0;0;1;1;2;0;0;0;0
C0036;17;2;1985;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;2;2;0;0
C0036;17;2;1986;0;0;0;0;0;0;0;0;1;2;2;2;0;1;1;2;1;0;0
C0036;17;2;1987;0;0;0;0;0;0;0;0;0;0;1;2;2;2;3;2;3;0;0
C0036;17;2;1988;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;4;3;2;0
C0036;17;2;1989;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;2;0
C0036;17;2;1990;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;1;2;2;0
C0036;17;2;1991;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;1;0
C0036;17;2;1992;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;4;3;0;0
C0036;17;2;1993;0;0;0;0;0;0;0;0;0;1;0;2;0;0;4;1;1;0;0
C0036;17;2;1994;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;2;0;0;0
C0036;17;2;1995;0;0;0;0;0;0;0;0;0;2;0;0;3;1;0;2;1;1;0
C0036;17;2;1996;0;0;0;0;0;0;0;0;0;0;0;1;1;4;0;1;4;0;0
C0036;17;2;1997;0;0;0;0;0;0;0;1;0;1;0;1;3;4;4;1;0;3;0
C0036;17;2;1998;0;0;0;0;0;0;0;0;0;0;1;0;1;1;3;2;0;0;0
C0036;17;2;1999;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;0;0;1;0
C0036;17;2;2000;0;0;0;0;0;0;0;0;0;1;0;1;1;2;4;3;0;2;0
C0036;17;2;2001;0;0;0;0;0;0;0;1;0;0;0;4;4;2;2;2;0;2;0
C0036;17;2;2002;0;0;0;0;0;0;0;0;1;0;2;4;2;4;4;4;2;3;0
C0036;17;2;2003;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;3;1;1;0
C0036;17;2;2004;0;0;0;0;0;0;0;0;1;1;1;1;1;3;3;1;1;1;0
C0036;17;2;2005;0;0;0;0;0;0;1;0;0;0;1;2;3;0;3;4;3;2;0
C0036;17;2;2006;0;0;0;0;0;0;0;1;0;1;1;1;1;1;4;5;2;2;0
C0036;17;2;2007;0;0;0;0;0;0;0;1;0;0;2;1;0;2;2;2;5;0;0
C0036;17;2;2008;0;0;0;0;0;0;0;0;1;1;1;0;0;0;2;5;3;3;0
C0036;17;2;2009;0;0;0;0;0;0;0;0;0;2;1;2;2;2;0;4;3;1;0
C0036;17;2;2010;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;6;3;3;0
C0036;17;2;2011;0;0;0;0;0;0;0;0;2;0;0;1;0;2;1;4;5;2;0
C0036;18;1;1984;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C0036;18;1;1986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C0036;18;1;1987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
C0036;18;1;1988;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
C0036;18;1;1990;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C0036;18;1;1992;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
C0036;18;1;1993;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C0036;18;1;1994;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C0036;18;1;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
C0036;18;1;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C0036;18;1;2002;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0
C0036;18;1;2003;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
C0036;18;1;2004;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
C0036;18;1;2006;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
C0036;18;1;2009;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
C0036;18;1;2010;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C0036;18;1;2011;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C0036;18;2;1981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C0036;18;2;1982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C0036;18;2;1983;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C0036;18;2;1984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C0036;18;2;1986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
C0036;18;2;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C0036;18;2;1990;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
C0036;18;2;1994;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C0036;18;2;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
C0036;18;2;2000;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
C0036;18;2;2002;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0
C0036;18;2;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
C0036;18;2;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
C0036;18;2;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
C0036;18;2;2009;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
