ZONA;SEXE;ANY;MES;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15;P16;P17;P18
43001;0;1981;J;40,41583904;29,80990197;28,99462136;39,99042266;42,00114993;31,49138912;36,6508971;29,64473162;30,0569804;34,27888345;46,28278271;56,4381577;42,79980735;42,39194669;30,09893189;24,34455964;14,97991162;6,288285958
43001;0;1982;J;40,20224072;32,14990734;28,62521193;38,64944703;41,83400762;32,77584126;35,38054319;32,06824456;30,02070302;34,73549257;44,18376776;53,59897524;45,47611823;40,72780171;32,34172936;24,69028831;15,21338037;6,879537579
43001;0;1983;J;39,41673882;34,40510541;28,61690813;37,06962468;41,32368316;34,15928904;33,70265119;34,35144923;31,72503475;34,15711023;41,77056474;51,23371019;47,08721164;40,36913042;34,10985582;25,30731201;15,41184963;7,20880658
43001;0;1984;J;37,83740936;36,35446349;28,73588239;36,04827756;40,32321785;35,43332567;31,93859658;36,79059682;34,72220956;32,10314926;39,58705206;48,64215416;48,80017923;39,76673943;36,07813997;26,03791622;15,5710755;7,44321299
43001;0;1985;J;36,69874812;37,91460452;28,91680902;34,94897192;38,93736293;36,80835262;30,76616143;38,82220619;36,3414216;31,74102489;37,38083714;45,63018051;50,20556027;39,26215725;38,06755593;26,59984624;15,51762301;8,151992859
43001;0;1986;J;34,96973854;38,80537713;29,60866542;33,63028938;37,53690252;37,15919971;30,49126972;39,52347235;36,4129858;33,03016896;35,73949681;42,49638874;50,12593837;40,7119947;38,40394224;27,59693673;14,98615102;8,884872132
43001;0;1987;J;30,80099352;38,74980781;31,67045197;31,91952026;34,99893609;35,2797393;32,47370669;38,75415675;36,88457413;32,40058663;34,89610976;40,56214103;48,78306036;42,61757844;36,82839276;28,91503758;14,63472559;9,659068754
43001;0;1988;J;26,7644871;38,11186869;34,07544927;30,5456816;32,28820712;33,08263729;34,21777331;37,93022584;37,3197359;33,430551;33,2092466;38,26917449;47,76107942;43,23183592;36,20552981;30,26093351;14,98012092;10,49040918
43001;0;1989;J;23,16002211;36,79771527;36,04573099;29,61628404;30,11115181;30,30998891;35,9402918;36,87443444;37,89980688;35,92873764;30,29386171;36,21735851;46,06251113;44,39420552;35,67661794;31,45894859;15,22928808;10,87489192
43001;0;1990;J;19,87157963;35,51930241;37,4081916;28,56304595;27,83652201;27,66388726;37,77776761;36,38835509;37,80540313;36,61135567;29,17155273;34,45641313;43,82071034;45,26894775;35,34046927;32,59303309;15,22802942;11,47788438
43001;0;1991;J;17,83724893;34,27707645;38,54221917;29,09596767;26,28365843;26,8752558;39,33585772;36,39991164;37,48356681;36,1991922;29,84393617;33,32232622;42,05483793;44,73421598;37,12265733;32,11661331;16,06050649;11,81601205
43001;0;1992;J;18,20489438;32,10274636;40,14450071;32,54879063;26,8600274;29,17768001;40,03675805;36,81773903;39,07872799;36,33860999;29,54997833;33,23627645;41,62482338;44,33949524;39,19570393;30,39293683;18,02193927;11,5963112
43001;0;1993;J;18,65762033;29,81535676;41,29254908;36,01629594;27,71776903;31,56117093;40,21035957;37,15634504;40,85894286;36,1439596;30,60614661;32,11458388;41,0461492;44,01662553;40,03716469;30,03991002;19,90119835;11,7271542
43001;0;1994;J;19,45162692;27,71696237;41,42625021;39,0647;29,19160897;34,04904837;39,93942357;37,54158424;42,37006287;36,17158892;32,96956809;29,7635227;40,58333118;43,44521428;41,08046694;29,70292663;21,97250765;11,31431334
43001;0;1995;J;20,52090976;25,70660544;41,70337482;41,57400769;31,11378975;36,04822922;39,86541774;37,9834598;44,71799064;35,55966605;33,83370672;29,01726581;40,17361742;42,8968277;41,75334015;29,3571093;23,8495287;10,99155515
43001;0;1996;J;20,87726313;23,62038741;41,85999198;43,06651115;33,10914481;37,27165021;39,59817931;38,29415099;46,88768875;35,52265534;33,40955813;30,30165952;39,63816956;42,03442637;41,8255209;30,16301368;24,81579044;11,07491356
43001;0;1997;J;19,1504113;22,60340452;37,9189125;43,50179939;34,78483901;36,93376243;39,26950629;39,78908541;46,61477439;39,48385224;34,68433869;30,87828854;39,0713916;41,81184115;42,10262121;31,46380242;24,34082026;11,94504028
43001;0;1998;J;17,65675894;21,89629871;34,34147228;43,55213187;36,35109664;37,19346833;38,97716462;41,27792897;46,39718419;43,21470304;36,24876059;32,79615773;37,26073834;41,82007114;42,34097695;32,12648884;24,39763435;13,07844991
43001;0;1999;J;16,33383727;21,7664314;31,47937492;42,86587071;37,63987144;38,37894756;38,42757265;42,54182278;46,39898578;47,24456368;37,86097878;36,24780399;34,07475474;41,88622208;42,3038491;32,54391847;24,5994205;13,58740524
43001;0;2000;J;15,45744289;21,65422975;28,60523042;42,4288202;38,52682607;40,06814884;38,20102702;43,35088657;46,59213072;52,36011533;39,01504128;38,07464342;33,09116806;41,45452451;42,12375049;32,81126732;24,81670952;13,7781648
43001;0;2001;J;15,25472146;21,52246283;25,95574637;43,46037173;39,29122044;42,52262426;38,57325152;44,44396806;46,72465886;58,22122089;40,32136387;38,27210752;34,6303577;41,15309029;41,38277924;32,9224013;26,40325246;13,81961357
43001;0;2002;J;14,28852061;21,11245985;28,05885075;43,80142497;42,17531927;44,68024999;36,71737655;46,0298907;47,64176241;58,83987456;43,90072016;42,02893452;35,92889079;38,13884754;39,3521681;31,94395368;28,12852732;14,99279821
43001;0;2003;J;12,4726758;20,87420376;32,5740534;43,21607444;45,62221248;46,670236;33,95895729;48,01438938;49,08206256;56,17082937;48,2029907;47,56890861;39,25449373;32,59363201;36,92178482;30,47826343;29,08484711;17,1176123
43001;0;2004;J;13,76723236;21,44874795;33,62730157;41,66212731;47,23844184;54,02728509;34,47883207;48,87939336;49,64377622;56,16648008;54,1176567;49,98980633;44,64687461;27,64975169;37,23144781;28,77837553;29,60740087;17,88629593
43001;0;2005;J;21,75634439;26,05733563;35,54703894;37,35410371;53,08975846;60,15093961;47,30653392;50,12546141;49,30318448;62,32107966;59,00375266;54,09771367;42,66620928;31,50250361;38,728191;30,29699319;27,54141201;19,0718529
43001;0;2006;J;32,62691868;31,9008825;42,50696451;38,58674384;56,83248358;59,45110729;67,32453606;53,20908193;54,0273888;65,38862706;66,33023125;58,60641488;44,52235996;35,75925437;39,07777432;32,2137624;21,75751549;21,70506087
43001;0;2007;J;37,245359;34,37176617;43,13630562;43,58021959;53,20071093;61,45087471;76,72855473;62,19228859;60,74924718;58,45953623;76,36110715;53,7819624;55,93589005;37,73610817;37,14307528;33,21038723;18,24138749;23,53491941
43001;0;2008;J;36,24295821;37,1483792;39,86709009;43,67568512;51,90295303;63,83059089;77,00093815;66,73102867;63,4029601;56,76892212;78,43628714;52,23010289;61,12498854;46,08669891;31,24729103;34,83599083;21,12498301;26,15110876
43001;0;2009;J;40,67146498;34,95674191;39,59416659;41,30605007;55,35714756;66,786877;78,02275665;59,84981919;62,46859636;58,33027942;78,46697375;61,67440251;60,16938009;53,77199055;26,79657849;34,86638302;23,26251017;26,25986706
43001;0;2010;J;44,10760692;31,79945962;40,22602301;39,36817956;53,91411928;68,18449118;75,35907981;62,26104502;60,19239001;55,20015833;78,27522069;68,43482175;58,1010143;55,08580432;28,4162878;34,38245617;24,24562683;24,72495887
43001;0;2011;J;42,2658056;34,6728616;40,85554915;38,31468222;46,93521593;65,07078366;68,26544529;74,03488929;60,02273361;53,36599116;73,83750585;69,11388264;57,89569819;51,26751701;34,01528835;33,93731451;26,5587992;24,92940487
43001;1;1981;J;19,00798209;15,42448543;18,65599753;24,92674931;20,34956774;18,12270087;19,7165288;18,10787943;16,34948775;19,23155334;23,41424609;28,75488192;18,88825713;22,60439992;17,44175758;11,13964967;9,804084123;5,156802475
43001;1;1982;J;19,76742717;16,53930309;17,81773321;23,38382163;21,34462503;18,24817583;18,74927827;18,84276862;17,24926812;19,28681156;22,19993206;27,32880221;21,50479259;21,42914102;17,91810974;11,4395149;9,294231786;5,364432658
43001;1;1983;J;20,09675074;17,68191084;17,04512258;21,56551625;22,31923178;18,42909044;17,78672513;19,32579969;18,93854299;18,72599635;21,09729107;26,07025992;23,80890157;20,84519214;17,97887762;11,84321938;8,790489363;5,19035278
43001;1;1984;J;20,15412448;18,54394378;16,25170006;20,34595201;23,01935416;18,471244;16,69429557;20,16237693;21,16094823;17,46519522;20,26753603;24,75126789;26,19665721;19,9935919;18,46306999;12,05093477;8,302160029;4,816779171
43001;1;1985;J;20,23261784;19,27254909;15,5841192;19,05062628;23,39589519;18,45309973;15,82668333;20,87827684;22,6879678;17,15689346;19,57598913;23,17579029;28,24350346;19,10023992;19,07616716;11,87718507;7,751279339;4,778909515
43001;1;1986;J;19,46879621;20,0459118;15,21701835;17,60854157;23,62468092;18,04854055;15,24214022;20,74227521;23,13827354;17,91286758;19,12233299;21,5387155;29,0535241;19,47031354;18,82553923;12,08435836;7,036514799;4,979390813
43001;1;1987;J;16,78793256;20,74957543;15,83581834;16,53297644;21,58346945;17,52045834;15,40360275;20,43999739;22,6459085;18,28344653;18,71328488;20,82384758;27,56404857;21,17508967;17,98007648;12,21578323;6,889524443;5,624524073
43001;1;1988;J;14,22656019;21,05338946;16,68554839;15,50156517;19,22385409;17,01868313;15,33892056;20,42380601;21,93318781;19,50950337;17,86242953;19,8457417;26,23041912;22,49344304;17,37307831;12,47912272;6,960159628;6,338811103
43001;1;1989;J;11,7515528;21,18585054;17,18581491;14,50724237;17,37966181;16,21899347;15,24915667;20,19492481;21,66200309;21,1266618;16,54897714;19,11588152;24,36507529;24,2683324;16,45950169;13,06523537;6,704356501;6,777570007
43001;1;1990;J;9,38065661;21,10313085;17,56680187;13,67984644;15,45190212;15,3771002;15,22632452;20,08746322;21,12413985;21,86005863;16,21658376;18,6125603;22,2539015;25,63783451;15,9297098;13,66089599;6,348919189;7,492219356
43001;1;1991;J;8,007897037;20,23145096;18,52820142;13,43794431;14,00258493;15,4690883;15,46607002;20,05653331;20,1944702;22,0341208;16,925346;18,42292308;20,65207724;25,79390467;16,81591413;13,38437805;6,426160388;7,8514314
43001;1;1992;J;8,639891771;18,02083653;20,16213788;14,48426453;14,17141347;16,39294435;16,41056757;19,57439221;21,01559604;21,76493958;17,1160157;18,3383212;20,16553256;25,35135313;18,38168249;12,24912337;7,169176683;7,681214421
43001;1;1993;J;9,379967424;15,82312486;21,38509428;15,66559458;14,41688691;17,12104955;17,2497217;19,07010417;22,38420091;21,09708048;17,89114502;17,72708987;19,59585715;25,00047323;19,62300004;11,72082494;7,919299412;7,862767098
43001;1;1994;J;10,24007602;13,74944134;22,32387963;16,51130716;14,73140448;18,07772988;17,96638134;18,5639914;23,49845919;20,90534651;19,14258973;16,49600299;19,27382007;24,34401168;20,95103729;11,18503028;8,777289499;7,484893986
43001;1;1995;J;11,30225649;11,71040716;23,08896744;17,34885362;15,38573926;18,90669466;18,79473665;17,89531273;24,81347558;20,486095;19,54351617;16,17816178;19,11699962;23,63318765;21,70997781;10,90235341;9,617638209;7,054780959
43001;1;1996;J;11,90437009;10,02473334;23,43438383;18,13349226;15,94694982;19,32898812;19,73016451;17,2602133;26,09778832;20,11213833;19,1759606;17,25972104;19,04577682;22,78000393;21,97134731;11,26567589;10,0996337;6,830164389
43001;1;1997;J;10,83851144;10,55236733;20,41743611;19,04594389;16,21902914;19,56943291;19,67636894;18,7459463;26,12042868;22,29973865;19,41170624;17,93470641;19,65782715;22,31957716;22,43409814;12,94794531;10,13174603;6,581996435
43001;1;1998;J;9,977091157;11,26587502;17,4802133;19,61302247;16,553059;19,99252868;19,49290879;20,31235548;26,24348473;24,71071948;19,84028507;18,98410857;19,577322;22,01322602;22,91421527;14,43927646;10,43492063;6,476480491
43001;1;1999;J;9,302867873;12,16316637;14,92150308;20,0660746;16,66149475;20,43542406;19,49693942;21,81401028;26,49408054;27,34905999;20,53329417;20,50292914;18,97395876;21,89006205;23,03082004;15,78692459;10,68034188;5,917087542
43001;1;2000;J;8,921133493;13,1128268;12,32892858;20,56760186;16,75782224;21,33106013;19,74423313;23,09942846;26,77605166;30,42148177;21,17650942;21,12862056;19,5506527;21,44284242;23,27734413;16,87568233;10,74481074;5,101430976
43001;1;2001;J;8,982792762;14,07318229;9,747996289;21,54283633;16,97585861;22,53653524;20,08988874;24,95912624;26,81311738;33,92960324;21,64114897;21,05910082;21,58484775;21,18021671;23,19621947;17,65708431;11,66910867;4,226455734
43001;1;2002;J;8,948491691;12,2514435;12,31167518;21,85502062;19,78886483;23,29242191;19,91507118;27,49568033;25,47015834;33,04574735;25,19699536;23,82658677;21,32695003;19,85008866;22,63529674;16,8502201;12,40628731;4,75908284
43001;1;2003;J;8,579571916;9,291296122;17,52152667;21,12049867;23,69432083;24,15318722;19,43506567;30,58498339;23,45425843;29,29886119;30,66860673;27,78369243;20,78292534;17,31437645;22,07905396;15,44750408;12,58287412;6,03081854
43001;1;2004;J;9,642753607;7,936578231;20,31083235;19,14558823;25,74959458;29,47966893;20,40351062;31,19313099;23,30779036;28,56916299;33,57692308;29,80018786;22,13395817;15,97840756;22,87009123;14,3447603;12,72093735;6,204984802
43001;1;2005;J;11,98671837;11,49551975;20,35163749;14,22979306;30,47251023;34,07263563;27,97243924;30,85715821;24,86128532;30,84694001;34,87315917;31,3651668;22,64581728;19,24692716;21,86552812;16,32780818;12,20791962;6,741430504
43001;1;2006;J;12,51815257;16,26620706;21,83224677;14,75856358;33,24026478;33,76762105;39,04513169;30,89609127;29,84939639;33,09398764;36,81592057;32,87636805;26,03823378;20,94829595;18,84115753;18,72982346;11,31722004;8,337795908
43001;1;2007;J;13,53759078;17,16874958;21,33635905;20,74558582;29,700721;35,67587722;43,29357756;33,3837429;34,93686842;29,81848959;40,20530627;31,47439735;31,57921862;21,91541205;16,3703846;19,27840273;11,32687235;9,203456114
43001;1;2008;J;17,0857772;16,62223541;18,95683937;22,88999525;27,01125027;36,61989502;41,61319735;36,85465455;35,51745614;26,28896339;40,84181843;32,97121964;34,64581417;26,44647715;13,94003949;19,3866347;11,81404298;11,73134192
43001;1;2009;J;20,08791049;16,06110338;17,65153254;23,02195951;27,49364634;35,74345394;40,60179734;37,93751962;34,10886238;26,75425963;39,01426611;38,08524143;36,23519434;29,13544725;12,93773985;18,93653047;10,96448753;12,80929293
43001;1;2010;J;19,26853454;15,80407238;18,02185315;22,03543356;24,96235742;35,71680387;40,14568917;41,3853592;32,80704215;26,920203;38,83878443;39,40666507;35,29074133;29,94543932;14,56773805;17,99376266;10,88617655;11,49566434
43001;1;2011;J;15,30431284;15,83487467;20,3011988;19,78028567;18,79190385;35,23092456;39,28524113;44,88016958;33,00880102;29,82598182;36,82574273;37,70128104;34,434724;29,87669695;17,92326421;16,42401548;12,57280408;11,04923077
43001;2;1981;J;21,40785695;14,38541654;10,33862383;15,06367335;21,65158219;13,36868825;16,9343683;11,53685219;13,70749265;15,04733011;22,86853662;27,68327578;23,91155022;19,78754677;12,65717431;13,20490997;5,175827494;1,131483483
43001;2;1982;J;20,43481355;15,61060425;10,80747872;15,2656254;20,48938259;14,52766543;16,63126492;13,22547594;12,7714349;15,44868101;21,9838357;26,27017303;23,97132564;19,29866069;14,42361962;13,25077341;5,919148582;1,515104921
43001;2;1983;J;19,31998808;16,72319457;11,57178555;15,50410843;19,00445138;15,7301986;15,91592606;15,02564954;12,78649176;15,43111388;20,67327367;25,16345027;23,27831007;19,52393828;16,1309782;13,46409263;6,621360264;2,0184538
43001;2;1984;J;17,68328488;17,81051971;12,48418233;15,70232555;17,30386369;16,96208167;15,24430101;16,62821989;13,56126133;14,63795404;19,31951603;23,89088627;22,60352202;19,77314753;17,61506998;13,98698145;7,268915469;2,626433819
43001;2;1985;J;16,46613028;18,64205543;13,33268982;15,89834564;15,54146774;18,35525289;14,9394781;17,94392935;13,6534538;14,58413143;17,80484801;22,45439022;21,96205681;20,16191733;18,99138877;14,72266117;7,766343669;3,373083344
43001;2;1986;J;15,50094233;18,75946533;14,39164707;16,02174781;13,9122216;19,11065916;15,2491295;18,78119714;13,27471226;15,11730138;16,61716382;20,95767324;21,07241427;21,24168116;19,57840301;15,51257837;7,949636223;3,905481319
43001;2;1987;J;14,01306096;18,00023238;15,83463363;15,38654382;13,41546664;17,75928096;17,07010394;18,31415936;14,23866563;14,1171401;16,18282488;19,73829345;21,21901179;21,44248877;18,84831628;16,69925435;7,745201145;4,034544681
43001;2;1988;J;12,53792691;17,05847923;17,38990088;15,04411643;13,06435303;16,06395416;18,87885275;17,50641983;15,38654809;13,92104763;15,34681707;18,42343279;21,5306603;20,73839288;18,8324515;17,78181079;8,019961294;4,15159808
43001;2;1989;J;11,40846931;15,61186473;18,85991608;15,10904167;12,73149;14,09099544;20,69113513;16,67950963;16,23780379;14,80207584;13,74488457;17,10147699;21,69743584;20,12587312;19,21711625;18,39371322;8,524931582;4,097321912
43001;2;1990;J;10,49092302;14,41617156;19,84138973;14,88319951;12,38461989;12,28678706;22,55144309;16,30089187;16,68126328;14,75129704;12,95496897;15,84385283;21,56680884;19,63111324;19,41075947;18,9321371;8,87911023;3,985665026
43001;2;1991;J;9,829351889;14,04562549;20,01401775;15,65802336;12,2810735;11,4061675;23,8697877;16,34337833;17,28909661;14,1650714;12,91859017;14,89940314;21,40276069;18,94031131;20,3067432;18,73223526;9,634346102;3,964580645
43001;2;1992;J;9,565002604;14,08190983;19,98236283;18,0645261;12,68861393;12,78473566;23,62619048;17,24334682;18,06313195;14,57367041;12,43396263;14,89795525;21,45929082;18,98814211;20,81402144;18,14381346;10,85276259;3,915096774
43001;2;1993;J;9,277652906;13,9922319;19,9074548;20,35070136;13,30088212;14,44012138;22,96063787;18,08624087;18,47474195;15,04687912;12,71500159;14,38749401;21,45029205;19,0161523;20,41416465;18,31908508;11,98189894;3,864387097
43001;2;1994;J;9,211550896;13,96752103;19,10237058;22,55339284;14,46020449;15,97131849;21,97304223;18,97759284;18,87160368;15,26624241;13,82697836;13,26751971;21,30951111;19,1012026;20,12942965;18,51789635;13,19521815;3,829419355
43001;2;1995;J;9,218653265;13,99619828;18,61440738;24,22515407;15,72805049;17,14153456;21,07068109;20,08814707;19,90451506;15,07357105;14,29019055;12,83910403;21,0566178;19,26364005;20,04336234;18,45475589;14,23189049;3,936774194
43001;2;1996;J;8,972893041;13,59565407;18,42560815;24,93301889;17,16219499;17,94266209;19,8680148;21,03393769;20,78990043;15,41051701;14,23359753;13,04193848;20,59239274;19,25442244;19,85417359;18,89733779;14,71615674;4,244749168
43001;2;1997;J;8,311899855;12,05103719;17,50147639;24,4558555;18,56580987;17,36432952;19,59313735;21,04313911;20,49434571;17,18411359;15,27263245;12,94358213;19,41356445;19,49226399;19,66852307;18,51585711;14,20907423;5,363043846
43001;2;1998;J;7,679667783;10,63042369;16,86125898;23,9391094;19,79803764;17,20093965;19,48425583;20,96557349;20,15369946;18,50398356;16,40847552;13,81204916;17,68341634;19,80684512;19,42676168;17,68721238;13,96271372;6,601969415
43001;2;1999;J;7,030969393;9,603265027;16,55787184;22,79979611;20,97837669;17,9435235;18,93063323;20,7278125;19,90490524;19,89550369;17,32768461;15,74487485;15,10079598;19,99616003;19,27302906;16,75699388;13,91907862;7,670317702
43001;2;2000;J;6,536309399;8,541402947;16,27630184;21,86121834;21,76900383;18,73708871;18,45679389;20,25145811;19,81607906;21,93863356;17,83853186;16,94602286;13,54051536;20,01168209;18,84640636;15,93558499;14,07189878;8,676733819
43001;2;2001;J;6,271928696;7,449280535;16,20775008;21,9175354;22,31536183;19,98608902;18,48336278;19,48484182;19,91154148;24,29161765;18,6802149;17,2130067;13,04550995;19,97287358;18,18655977;15,26531699;14,73414379;9,593157835
43001;2;2002;J;5,34002892;8,86101635;15,74717557;21,94640435;22,38645444;21,38782808;16,80230537;18,53421037;22,17160407;25,79412721;18,7037248;18,20234775;14,60194076;18,28875888;16,71687136;15,09373358;15,72224001;10,23371537
43001;2;2003;J;3,893103879;11,58290764;15,05252673;22,09557577;21,92789165;22,51704878;14,52389162;17,42940599;25,62780413;26,87196818;17,53438397;19,78521618;18,47156839;15,27925556;14,84273086;15,03075935;16,50197299;11,08679376
43001;2;2004;J;4,124478757;13,51216972;13,31646922;22,51653908;21,48884726;24,54761616;14,07532145;17,68626237;26,33598586;27,59731709;20,54073362;20,18961847;22,51291644;11,67134413;14,36135658;14,43361523;16,88646352;11,68131113
43001;2;2005;J;9,769626016;14,56181588;15,19540145;23,12431065;22,61724823;26,07830398;19,33409468;19,2683032;24,44189916;31,47413965;24,13059349;22,73254687;20,020392;12,25557645;16,86266288;13,96918501;15,33349239;12,3304224
43001;2;2006;J;20,10876611;15,63467544;20,67471774;23,82818026;23,5922188;25,68348624;28,27940437;22,31299066;24,17799241;32,29463942;29,51431068;25,73004683;18,48412618;14,81095842;20,23661679;13,48393894;10,44029545;13,36726496
43001;2;2007;J;23,70776822;17,20301659;21,79994657;22,83463377;23,49998993;25,77499749;33,43497717;28,80854569;25,81237876;28,64104664;36,15580088;22,30756505;24,35667143;15,82069612;20,77269068;13,9319845;6,914515135;14,3314633
43001;2;2008;J;19,15718101;20,52614379;20,91025072;20,78568987;24,89170276;27,21069587;35,3877408;29,87637412;27,88550396;30,47995873;37,59446871;19,25888325;26,47917437;19,64022176;17,30725154;15,44935613;9,310940034;14,41976684
43001;2;2009;J;20,58355449;18,89563853;21,94263405;18,28409056;27,86350122;31,04342306;37,42095931;21,91229957;28,35973398;31,57601979;39,45270764;23,58916108;23,93418575;24,6365433;13,85883864;15,92985255;12,29802264;13,45057413
43001;2;2010;J;24,83907238;15,99538724;22,20416986;17,332746;28,95176186;32,46768731;35,21339064;20,87568582;27,38534786;28,27995533;39,43643626;29,02815668;22,81027297;25,140365;13,84854975;16,38869351;13,35945028;13,22929453
43001;2;2011;J;26,96149276;18,83798693;20,55435035;18,53439655;28,14331208;29,8398591;28,98020416;29,15471971;27,01393259;23,54000934;37,01176312;31,4126016;23,46097419;21,39082006;16,09202414;17,51329903;13,98599512;13,8801741
43002;0;1981;J;33,92527181;48,52115917;54,77261103;42,0810162;35,45657889;29,23301704;27,7202766;39,05346526;27,38432165;29,31453119;52,36659013;48,61461808;31,65534146;26,79860141;17,82862232;14,93604184;14,13292985;6,334548359
43002;0;1982;J;31,35604883;48,4814227;56,12125656;45,12670665;36,31477239;29,04963168;29,25902258;39,72014654;28,19000295;30,19191847;48,85430269;49,68581391;36,99991204;28,30316809;19,41286549;14,9871278;13,28818479;6,46985299
43002;0;1983;J;29,00725297;47,22050174;57,34274969;48,44955133;37,05169311;28,8513406;30,30190851;40,82713322;30,6451149;30,2789475;44,60581266;50,302949;43,1718271;30,24763415;20,75878283;15,1444254;12,18425731;6,647114535
43002;0;1984;J;26,69147713;45,23925195;58,92186517;51,47822674;37,75052771;28,65963496;31,24112017;41,48763259;34,6590496;29,75338343;40,11338831;51,39245607;49,50344045;32,70424039;21,8697771;14,98938465;11,73398606;7,171411547
43002;0;1985;J;24,74379472;42,61440318;61,1773717;54,62180927;38,34231756;28,59834086;32,56510604;40,88723404;38,11747763;30,30100362;36,08510792;52,11951785;54,96871245;36,57275766;22,42015509;15,4569855;10,98518356;7,711331679
43002;0;1986;J;22,8088072;39,65326959;63,97166423;57,26089368;40,08785885;29,7525476;33,90874951;40,14696348;40,33070491;31,67034664;33,69877355;52,40162187;59,53370764;41,18821961;22,86631066;16,68263459;10,34446011;8,347051131
43002;0;1987;J;21,19413796;37,31848696;65,50031683;59,06540628;46,46408537;33,79991241;35,44410231;40,6521189;42,12899931;34,46986325;35,88709938;51,90601529;61,46155984;44,60221438;23,83790686;18,84589721;10,97297887;8,000201535
43002;0;1988;J;20,32358664;35,38231141;65,65589807;61,34638704;53,38010884;38,49113423;36,93364657;40,59369974;44,41828502;39,56981048;37,46163457;51,00318611;62,51341542;48,57551899;25,27273128;21,01321198;11,65648005;7,706635698
43002;0;1989;J;19,81612186;33,5840453;64,45540967;63,70766588;60,33123831;43,30049639;38,88989088;40,13291776;45,58630335;46,8223529;38,0013894;49,70530613;64,30812302;52,77364578;26,68352409;22,6426685;12,19154512;8,409798535
43002;0;1990;J;19,21429984;32,13598276;62,5404119;67,03903883;67,23508538;48,07155278;41,00618412;40,08183398;45,94379373;53,32477506;39,60362194;49,37928146;66,33207503;55,7817486;28,98118096;23,67945743;13,059452;9,004051483
43002;0;1991;J;20,0486066;31,48946439;58,93974162;71,47859084;72,63866923;54,38275196;43,6763329;40,55942384;47,55059736;57,8640123;41,86716345;50,24690362;67,55663864;58,15171743;32,41328663;24,35677577;14,15212918;9,550731844
43002;0;1992;J;23,99254162;32,51622303;54,60461523;75,41959897;75,59689815;63,61216609;47,94292917;43,07349101;52,17496598;60,69988382;45,21668635;54,06657903;67,77268309;61,06022712;36,04170013;24,47663156;14,78633875;9,704473638
43002;0;1993;J;28,55337831;34,19586235;51,02546888;79,16281204;79,41267481;73,93514941;53,39555979;46,52760642;56,95751627;65,06996379;51,96329776;57,43835501;67,49241312;64,59536521;40,367344;24,8140375;15,51377821;9,753883825
43002;0;1994;J;32,86500082;36,26956603;47,96061633;81,75929337;84,50227841;84,30929305;59,38723261;50,65153107;61,63208865;68,02689153;61,92897797;59,53561521;66,78529087;70,25299025;44,87681551;25,36171028;16,30167217;9,797203978
43002;0;1995;J;36,83327097;38,72763173;44,92084704;82,85345551;90,19404578;94,43131953;65,56948814;54,63761754;66,90653611;69,43421369;71,45344971;62,82117731;67,33956604;76,17751483;48,36030855;27,05463676;16,28523902;10,49967748
43002;0;1996;J;40,59532996;42,30131518;41,86186357;82,54364628;96,60916656;102,3190087;72,83429247;59,28148341;72,00765292;71,41048514;79,42122877;66,42482276;67,61188843;82,45561289;51,39771144;29,70014795;16,05719231;11,15870505
43002;0;1997;J;43,13626687;47,49715804;42,91314556;79,56462378;103,0109087;103,9294914;85,19574886;66,72663617;75,33287564;77,33672243;84,16999603;70,68604106;72,65123098;87,57598425;55,51446526;35,25065115;15,99274632;12,58407309
43002;0;1998;J;46,35620604;52,65290851;44,74783994;76,59655782;108,0167977;107,6273133;98,4829671;75,08087474;78,35732086;83,33271289;89,38068988;79,37758263;77,43495589;92,02293722;60,14908054;42,60724502;15,59123294;14,55084694
43002;0;1999;J;51,44356728;58,18251006;47,38330811;74,46489054;111,5082739;114,0269353;113,0586122;84,78428003;81,88200155;90,15544136;94,26809943;92,82880043;79,83647774;96,98545257;66,56219784;49,94245813;15,38172226;16,80712707
43002;0;2000;J;58,4612937;64,4117429;51,24357556;73,56416029;116,799888;124,5682373;129,9405067;97,08397314;86,5244134;97,93981972;98,01514999;106,1284393;85,93376478;103,6246088;73,62380822;55,68840593;16,28585922;19,22590682
43002;0;2001;J;67,88711418;72,20729272;56,36622422;72,44065075;123,6782048;137,7670228;149,9806362;110,9799472;92,10355589;106,8978946;100,8256597;119,201778;94,57279617;110,3078209;82,93354455;60,97262486;17,8824053;21,6067721
43002;0;2002;J;78,42052902;76,63469431;65,3428132;72,58685133;123,9458389;152,153907;160,7104448;125,715499;98,32869329;113,7937606;104,7426451;130,0352167;101,7644975;114,7621641;88,37067944;63,49446029;21,12894334;23,09988053
43002;0;2003;J;89,61874011;80,45586131;77,33402733;74,47499589;120,9797742;168,2865621;167,4129304;141,9342153;105,0472067;119,005205;108,925471;136,7565398;113,785588;115,2766352;90,398376;65,50245035;25,50651587;23,87918094
43002;0;2004;J;100,7875242;88,84369555;92,61029196;76,73654876;113,2594387;175,2457808;179,5405734;161,7832741;113,0534742;120,6347739;116,3817088;142,804526;126,43612;111,8699596;92,24910216;69,20794306;29,44393753;25,20239268
43002;0;2005;J;112,5077746;101,6943752;104,6527853;74,45194906;107,2184539;174,584811;197,1805905;183,8740374;124,3558619;116,2459714;123,0680633;138,8255688;140,3271934;110,1655165;97,17669869;74,31475978;35,25156019;25,80256486
